name,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd,type
Budew,30,54,42,55,66,57,5,Common,False,Roaring Skies,0.82,Grass
Luxray,100,52,74,53,55,65,1,Rare,False,Gym Heroes,2.98,Electric
Venomoth,95,20,64,35,65,51,2,Uncommon,True,Neo Revelation,0.68,Poison
Sandile,89,53,81,64,55,47,4,Uncommon,False,Mysterious Treasures,0.47,Dark
Rampardos,81,59,69,77,37,73,1,Uncommon,False,Jungle,0.63,Rock
Linoone,119,70,43,48,65,54,1,Rare,False,Neo Genesis,0.84,Normal
Pichu,55,35,56,29,46,39,7,Common,False,Sword & Shield,0.26,Electric
Gastly EX,55,54,48,41,75,56,1,Common,True,Fossil,0.45,Ghost
Chandelure V,50,28,39,31,65,25,3,Common,True,Ruby & Sapphire,0.14,Ghost
Feebas,56,41,56,52,41,54,4,Uncommon,False,Secret Wonders,0.53,Water
Vikavolt,30,51,40,54,64,36,1,Common,True,Jungle,1.7,Electric
Monferno,62,69,56,36,47,42,6,Uncommon,False,Guardians Rising,0.36,Fire
Flaaffy,60,48,62,39,65,46,3,Uncommon,False,Ruby & Sapphire,0.43,Electric
Timburr,46,38,65,44,45,63,1,Common,False,Base Set,0.48,Fighting
Absol,82,79,70,57,65,64,6,Rare,False,Burning Shadows,2.64,Dark
Nidoking,77,30,36,50,58,40,5,Common,False,Flashfire,0.62,Poison
Cherubi,40,22,57,53,65,29,7,Common,False,Rebel Clash,0.11,Grass
Magmar,75,71,40,55,43,43,8,Uncommon,False,Paradox Rift,0.48,Fire
Spheal,44,18,55,42,58,66,6,Common,False,Crimson Invasion,0.14,Water
Rotom,30,45,47,33,40,32,1,Common,False,Base Set,0.3,Electric
Shinx,99,75,82,68,69,72,5,Rare Holo,False,Primal Clash,4.2,Electric
Corsola,48,44,38,51,46,53,3,Common,False,EX Emerald,0.19,Water
Sinistea,79,52,65,58,74,62,3,Rare,False,Sandstorm,2.0,Ghost
Zeraora,59,44,69,41,45,55,2,Common,False,Skyridge,0.26,Electric
Abra,85,57,68,66,87,88,1,Rare,False,Neo Genesis,3.33,Psychic
Rayquaza,60,33,61,51,59,43,8,Uncommon,False,Paradox Rift,0.65,Flying
Vibrava,155,121,126,117,131,114,5,Rare Holo GX,True,Ancient Origins,47.92,Dragon
Zekrom,92,46,71,35,58,54,3,Uncommon,False,Ruby & Sapphire,0.4,Electric
Abomasnow,104,57,60,79,98,98,6,Rare Holo,False,Burning Shadows,2.57,Grass
Mew,86,74,56,59,108,75,7,Rare Holo,False,Chilling Reign,8.92,Psychic
Magneton,63,58,49,38,29,49,6,Common,False,Guardians Rising,0.23,Steel
Mr. Mime EX,109,44,34,61,68,100,5,Uncommon,True,Primal Clash,0.96,Psychic
Golduck,97,55,67,93,63,64,4,Rare,False,Mysterious Treasures,2.21,Water
Starmie,32,34,51,27,67,57,7,Common,False,Battle Styles,0.17,Psychic
Frillish,69,55,52,58,57,56,3,Uncommon,False,Sandstorm,1.27,Ghost
Rotom,186,90,122,77,99,84,1,Rare Holo GX,True,Team Rocket,88.04,Electric
Lumineon GX,36,46,51,40,41,58,4,Common,True,Legends Awakened,0.45,Water
Mime Jr.,33,33,51,54,48,61,4,Common,False,Secret Wonders,0.44,Fairy
Wooper,71,63,76,83,54,35,8,Uncommon,False,Paldean Fates,1.25,Ground
Swampert,75,52,70,77,62,83,1,Rare,False,Base Set 2,2.32,Water
Ludicolo,67,61,60,88,92,71,2,Rare,False,Expedition,1.79,Grass
Stufful EX,48,43,61,65,63,47,3,Common,True,EX Emerald,0.27,Fighting
Braixen EX,77,59,30,55,36,42,8,Common,True,Paradox Rift,0.41,Fire
Torchic,56,84,31,31,73,50,5,Uncommon,False,Furious Fists,0.65,Fire
Muk,84,47,69,54,61,84,2,Rare,False,Neo Destiny,0.71,Poison
Hoothoot,42,47,72,53,49,54,6,Uncommon,False,Forbidden Light,0.49,Normal
Zigzagoon,34,60,70,44,46,59,8,Uncommon,False,Paldean Fates,0.42,Normal
Vullaby,38,42,56,38,46,25,6,Common,True,Crimson Invasion,0.27,Dark
Aggron,98,67,87,106,44,75,1,Rare Holo,False,Neo Discovery,5.1,Rock
Staravia,49,47,39,42,64,46,5,Uncommon,False,Primal Clash,1.01,Flying
Timburr,85,63,106,61,44,59,2,Rare,False,Aquapolis,1.72,Fighting
Hitmonlee,42,53,59,53,25,52,7,Common,False,Rebel Clash,0.25,Fighting
Zekrom,69,56,45,27,57,39,7,Common,False,Battle Styles,0.27,Electric
Sealeo,103,68,73,78,69,77,6,Rare,False,Forbidden Light,1.15,Water
Venusaur,40,32,49,57,71,51,7,Common,True,Chilling Reign,0.62,Grass
Charmander,97,62,46,43,65,52,3,Uncommon,False,Dragon,1.24,Fire
Chimecho,90,44,51,50,76,71,8,Uncommon,False,Obsidian Flames,0.66,Psychic
Zubat GX,58,40,35,34,45,50,3,Common,True,Ruby & Sapphire,0.84,Poison
Skarmory,86,65,56,88,49,69,4,Uncommon,False,Majestic Dawn,0.55,Steel
Nuzleaf,97,52,70,67,91,63,4,Rare,False,Legends Awakened,1.14,Grass
Sinistea,66,36,46,39,77,50,1,Common,False,Fossil,0.19,Ghost
Houndoom,70,54,48,36,66,58,8,Common,False,Paldea Evolved,0.15,Fire
Bisharp,110,90,69,107,63,95,1,Rare Holo,False,Jungle,7.67,Steel
Spheal EX,83,55,52,75,36,63,1,Uncommon,True,Neo Discovery,0.85,Water
Torchic,83,94,74,41,70,61,7,Rare Holo,False,Battle Styles,2.13,Fire
Suicune,60,52,46,71,46,72,2,Uncommon,False,Neo Revelation,0.61,Water
Pelipper,41,23,63,42,46,32,3,Common,False,Sandstorm,0.12,Flying
Magikarp,85,55,57,71,45,76,7,Uncommon,False,Rebel Clash,0.23,Water
Pichu,36,24,67,45,36,44,1,Common,False,Gym Challenge,0.11,Electric
Poliwhirl GX,97,59,69,75,56,78,6,Rare,True,Crimson Invasion,2.61,Water
Magikarp,47,42,30,70,42,62,5,Common,False,Ancient Origins,0.45,Water
Haxorus,105,70,70,58,93,75,1,Rare,False,Gym Challenge,2.2,Dragon
Raichu EX,202,94,110,87,91,91,8,Rare Holo GX,True,151,64.51,Electric
Persian,68,46,39,60,70,45,1,Uncommon,False,Fossil,1.14,Normal
Mienfoo,65,60,82,68,43,51,2,Uncommon,False,Skyridge,1.16,Fighting
Togetic,64,47,26,36,51,50,5,Common,False,Primal Clash,0.56,Flying
Conkeldurr,57,52,91,67,33,55,5,Uncommon,False,Flashfire,0.2,Fighting
Jirachi,58,33,39,40,63,50,1,Common,False,Neo Genesis,0.23,Psychic
Lombre,65,56,37,38,46,52,7,Common,False,Darkness Ablaze,0.24,Water
Rotom EX,96,79,67,44,50,44,6,Rare,True,Sun & Moon,3.65,Electric
Girafarig EX,102,59,80,74,75,66,8,Rare Holo,True,Paradox Rift,12.09,Normal
Moltres,84,64,61,48,86,67,5,Rare Holo,False,Phantom Forces,5.62,Flying
Grovyle,75,55,43,44,67,62,8,Uncommon,False,Paldea Evolved,0.51,Grass
Magmar,112,105,83,54,57,66,1,Rare Holo,False,Team Rocket,8.34,Fire
Roserade EX,68,31,69,52,58,52,1,Uncommon,True,Neo Discovery,1.68,Grass
Simisage,42,22,50,57,46,38,1,Common,False,Neo Genesis,0.25,Grass
Meditite,74,25,42,40,99,51,1,Uncommon,False,Fossil,0.34,Psychic
Golbat,30,50,40,57,51,58,4,Common,False,Majestic Dawn,0.5,Poison
Machoke,59,42,60,53,25,54,6,Common,False,Burning Shadows,0.2,Fighting
Aerodactyl,79,50,57,48,66,58,1,Rare,False,Base Set 2,0.89,Flying
Sneasel,78,61,57,57,49,51,4,Uncommon,False,Majestic Dawn,0.52,Dark
Bellossom,80,42,44,51,48,43,5,Uncommon,False,Primal Clash,0.56,Grass
Electrode,97,49,81,47,48,50,1,Rare,False,Fossil,0.72,Electric
Pansear,66,82,59,53,79,64,2,Rare,False,Expedition,1.03,Fire
Mankey,120,72,85,89,43,63,1,Rare,False,Jungle,4.37,Fighting
Gigalith,38,47,65,62,30,47,2,Common,False,Neo Revelation,0.2,Rock
Scizor,70,58,33,79,50,78,6,Uncommon,False,Sun & Moon,0.37,Steel
Magnemite,80,82,61,93,58,111,5,Rare Holo,False,Flashfire,4.14,Steel
Victini,76,47,58,49,96,69,6,Rare,True,Ultra Prism,5.96,Psychic
Monferno,53,66,29,40,53,46,1,Common,False,Jungle,0.27,Fire
Exeggcute,86,40,46,60,88,79,7,Uncommon,False,Sword & Shield,0.52,Psychic
Zorua,86,78,66,72,83,75,1,Rare,False,Jungle,2.29,Dark
Meganium,46,49,27,30,57,53,1,Common,False,Fossil,0.38,Grass
Poliwag,104,45,68,84,42,57,7,Uncommon,False,Rebel Clash,0.53,Water
Hakamo-o V,61,51,78,43,66,39,7,Common,True,Chilling Reign,0.35,Dragon
Grotle,98,65,64,67,75,69,2,Rare,False,Neo Destiny,2.33,Grass
Chimecho EX,98,37,49,56,103,80,3,Rare,True,EX Emerald,1.4,Psychic
Rayquaza,83,83,72,49,69,37,7,Rare,False,Sword & Shield,4.39,Flying
Roselia,105,48,71,65,83,69,3,Rare Holo,False,Ruby & Sapphire,9.77,Grass
Houndour,55,54,61,35,50,61,8,Common,False,Obsidian Flames,0.18,Fire
Wartortle,74,75,53,53,38,58,5,Common,False,XY Base,0.26,Water
Houndoom,63,54,81,42,57,50,4,Uncommon,False,Legends Awakened,0.67,Dark
Turtwig,44,18,67,39,66,40,3,Common,False,Dragon,0.31,Grass
Darmanitan,42,68,39,27,53,66,4,Uncommon,False,Majestic Dawn,1.0,Fire
Solrock,56,64,41,65,81,76,5,Uncommon,False,Primal Clash,0.32,Psychic
Natu,88,54,32,53,82,77,6,Rare,False,Forbidden Light,1.15,Psychic
Glaceon,30,55,43,62,62,54,2,Common,False,Expedition,0.24,Ice
Palkia,87,53,79,68,76,67,2,Uncommon,False,Neo Destiny,0.23,Dragon
Ivysaur,45,41,34,60,50,36,2,Common,False,Expedition,0.38,Grass
Dialga,45,54,40,44,55,59,8,Common,False,Paldean Fates,0.06,Dragon
Flareon,33,68,55,13,37,43,2,Common,False,Neo Destiny,0.28,Fire
Weavile,67,70,65,61,48,58,2,Uncommon,False,Expedition,0.46,Ice
Mimikyu,99,76,56,53,64,84,8,Rare,False,Paldean Fates,2.05,Fairy
Ariados,58,35,41,46,33,48,7,Common,False,Battle Styles,0.17,Bug
Furret,104,63,92,61,77,74,8,Rare Holo,False,Paldean Fates,5.31,Normal
Palkia,106,84,85,79,109,60,8,Rare Holo,False,Paradox Rift,12.65,Dragon
Baltoy,91,70,86,84,56,52,6,Rare,False,Forbidden Light,1.35,Ground
Mew,39,41,44,38,61,61,3,Common,False,Team Magma vs Team Aqua,0.33,Psychic
Victreebel,36,50,53,51,56,62,8,Uncommon,True,Paldean Fates,1.33,Poison
Lombre,108,69,77,95,78,65,6,Rare Holo,False,Sun & Moon,3.42,Grass
Altaria,52,74,80,60,96,73,2,Uncommon,False,Skyridge,0.46,Dragon
Gothorita,75,49,30,64,57,75,3,Uncommon,False,Dragon,0.58,Psychic
Doublade,205,125,123,187,85,152,2,Secret Rare,True,Aquapolis,185.78,Steel
Purrloin,85,52,81,66,60,76,4,Rare,False,Secret Wonders,0.8,Dark
Clobbopus V,65,70,118,92,54,79,5,Rare Holo,True,Roaring Skies,17.98,Fighting
Heracross,47,44,73,44,34,29,5,Common,False,Roaring Skies,0.46,Fighting
Forretress,57,35,64,50,49,62,9,Uncommon,False,Twilight Masquerade,1.39,Bug
Darmanitan,37,73,46,40,62,52,5,Common,False,Flashfire,0.2,Fire
Togedemaru,70,50,70,32,51,44,8,Uncommon,False,Scarlet & Violet,0.61,Electric
Victini,74,79,38,43,72,62,3,Uncommon,True,EX Emerald,1.7,Fire
Lotad,67,36,55,58,46,58,4,Uncommon,False,Diamond & Pearl,0.27,Water
Boltund,30,33,60,40,67,30,1,Common,False,Neo Genesis,0.11,Electric
Luxray,57,47,58,36,48,37,1,Common,False,Gym Challenge,0.46,Electric
Ampharos,83,46,67,58,58,58,1,Rare,False,Fossil,2.34,Electric
Lanturn EX,46,31,64,26,55,50,5,Common,True,Ancient Origins,0.52,Electric
Furret,41,50,38,51,51,57,3,Common,False,Ruby & Sapphire,0.38,Normal
Mr. Mime,30,52,29,44,67,78,6,Common,False,Burning Shadows,0.12,Psychic
Bronzong,93,65,56,87,42,82,4,Uncommon,False,Mysterious Treasures,0.84,Steel
Goomy,85,78,66,66,82,68,6,Rare,False,Guardians Rising,4.03,Dragon
Azumarill,64,21,51,59,36,73,2,Common,False,Neo Destiny,0.18,Water
Arcanine,50,77,42,41,36,59,2,Uncommon,False,Expedition,0.19,Fire
Cacnea,76,42,55,53,60,36,5,Uncommon,False,Roaring Skies,0.46,Grass
Sceptile,71,52,55,57,64,45,8,Uncommon,False,Paldea Evolved,0.84,Grass
Piloswine EX,55,37,53,63,53,41,5,Common,True,Flashfire,0.52,Ice
Meditite,30,56,67,65,33,29,4,Common,False,Great Encounters,0.35,Fighting
Sableye,78,27,56,36,50,35,3,Common,False,Dragon,0.27,Dark
Smeargle,31,44,28,36,52,40,2,Common,False,Skyridge,0.15,Normal
Dugtrio,85,68,90,73,52,44,7,Uncommon,False,Chilling Reign,0.15,Ground
Heatran,77,63,63,47,73,48,7,Uncommon,False,Vivid Voltage,0.56,Fire
Lucario,30,33,44,62,16,39,6,Common,False,Ultra Prism,0.21,Fighting
Duskull,57,37,39,38,67,61,2,Uncommon,False,Skyridge,0.64,Ghost
Magcargo,50,53,29,23,49,37,1,Common,False,Jungle,0.1,Fire
Delibird,91,57,78,85,79,64,7,Rare Holo,False,Darkness Ablaze,7.78,Ice
Mr. Mime,175,123,76,112,136,136,3,Rare Ultra,True,Dragon,219.66,Fairy
Zoroark,66,42,53,43,54,58,6,Common,False,Forbidden Light,0.38,Dark
Joltik,86,55,61,26,64,39,7,Uncommon,False,Battle Styles,0.25,Electric
Chikorita,56,48,57,82,68,50,9,Uncommon,False,Shrouded Fable,0.5,Grass
Golduck,79,65,63,87,63,76,2,Rare,False,Aquapolis,1.71,Water
Carbink,82,73,53,66,74,75,3,Rare,False,EX FireRed & LeafGreen,0.96,Fairy
Machop,71,65,92,68,35,72,4,Uncommon,False,Great Encounters,0.61,Fighting
Igglybuff,33,47,42,70,37,62,7,Uncommon,False,Chilling Reign,0.7,Fairy
Emboar GX,76,78,37,25,54,55,6,Uncommon,True,Sun & Moon,1.69,Fire
Spoink,92,61,56,71,103,80,8,Rare Holo,False,151,11.89,Psychic
Mienshao,75,71,85,68,36,46,4,Uncommon,False,Diamond & Pearl,0.63,Fighting
Jynx,93,56,52,56,81,84,4,Rare,False,Great Encounters,3.71,Psychic
Bulbasaur,90,58,63,51,63,61,6,Uncommon,False,Forbidden Light,0.44,Grass
Mr. Mime GX,30,49,33,42,56,64,7,Common,True,Chilling Reign,0.29,Fairy
Braixen,55,45,51,35,41,29,2,Common,False,Expedition,0.39,Fire
Glaceon,122,71,50,80,78,60,1,Rare,False,Team Rocket,1.32,Ice
Umbreon,30,24,48,57,45,38,1,Common,False,Team Rocket,0.21,Dark
Larvitar,72,46,63,73,49,39,1,Uncommon,False,Gym Heroes,0.55,Ground
Dunsparce,170,104,108,107,99,98,3,Rare Holo GX,True,Sandstorm,88.93,Normal
Hypno,54,47,57,52,89,74,8,Uncommon,False,Obsidian Flames,0.27,Psychic
Simisage,80,69,73,79,63,85,7,Rare,False,Rebel Clash,1.29,Grass
Pelipper,49,51,38,23,48,52,3,Common,False,Ruby & Sapphire,0.49,Flying
Empoleon,60,20,34,58,41,49,9,Common,False,Twilight Masquerade,0.2,Water
Moltres,48,55,40,47,50,35,6,Uncommon,False,Guardians Rising,0.4,Fire
Raboot,87,93,63,45,72,68,5,Rare,False,Primal Clash,1.16,Fire
Shiftry,43,24,32,41,58,47,1,Common,False,Jungle,0.16,Grass
Snorunt,195,113,110,128,138,139,8,Rare Ultra,True,Paldea Evolved,97.04,Ice
Mamoswine,102,68,73,83,71,79,1,Rare Holo,False,Gym Challenge,9.54,Ice
Cherubi,90,63,84,74,85,68,6,Rare,False,Ultra Prism,0.99,Grass
Articuno,40,46,44,61,41,51,3,Common,False,Sandstorm,0.26,Ice
Pachirisu,87,57,60,43,55,66,5,Rare,False,Phantom Forces,1.03,Electric
Qwilfish,59,37,53,40,37,54,7,Common,False,Darkness Ablaze,0.26,Water
Paras,65,50,55,55,41,72,3,Uncommon,False,Sandstorm,0.47,Bug
Omanyte,151,111,102,122,59,107,7,Rare Holo EX,True,Vivid Voltage,24.85,Rock
Hoothoot,70,57,51,54,65,34,1,Uncommon,False,Neo Genesis,0.3,Normal
Kirlia,61,38,28,38,55,69,5,Common,False,Furious Fists,0.33,Fairy
Munna,91,45,56,67,99,81,1,Rare,False,Neo Genesis,1.69,Psychic
Froslass,111,67,75,77,90,76,4,Rare Holo,False,Great Encounters,4.98,Ice
Garchomp,68,41,53,51,43,56,5,Common,False,Primal Clash,0.18,Dragon
Hoothoot V,80,57,50,64,73,63,2,Rare,True,Aquapolis,2.28,Normal
Vullaby,92,67,90,61,67,57,6,Rare,True,Ultra Prism,5.79,Dark
Crobat,117,77,93,67,78,88,2,Rare Holo,False,Expedition,10.68,Poison
Pikachu,152,102,113,75,105,91,1,Rare Holo GX,True,Neo Genesis,58.43,Electric
Bonsly,57,57,48,65,37,56,3,Common,False,Sandstorm,0.32,Rock
Slowbro,92,75,80,89,75,76,7,Rare Holo,False,Darkness Ablaze,3.29,Water
Spheal,108,45,66,61,59,77,5,Rare,False,Roaring Skies,0.84,Water
Jynx,73,57,73,63,62,47,7,Uncommon,False,Chilling Reign,0.73,Ice
Caterpie,87,49,66,71,52,61,6,Rare,False,Forbidden Light,0.48,Bug
Shellos,80,71,58,65,53,60,3,Uncommon,False,EX Emerald,0.53,Water
Togedemaru,56,35,65,81,45,65,3,Uncommon,False,Ruby & Sapphire,1.46,Steel
Corsola,81,59,82,77,72,102,1,Rare Holo,False,Gym Heroes,5.4,Water
Nincada V,75,38,71,53,55,63,3,Uncommon,True,Ruby & Sapphire,0.84,Bug
Ninjask,100,68,94,64,67,82,2,Rare Holo,False,Neo Destiny,2.97,Bug
Hitmonchan,76,49,73,70,38,62,7,Uncommon,False,Chilling Reign,0.61,Fighting
Zygarde,64,45,52,43,55,54,8,Common,False,Paldea Evolved,0.39,Dragon
Sandile EX,192,114,106,115,110,91,7,Rare Holo GX,True,Rebel Clash,32.47,Dark
Deino,62,48,54,45,51,26,3,Common,False,Sandstorm,0.2,Dark
Slowpoke GX,73,30,32,74,75,60,3,Uncommon,True,Dragon,1.37,Psychic
Rampardos,30,56,79,71,45,43,5,Common,False,Ancient Origins,0.13,Rock
Zubat,110,39,71,52,68,59,7,Rare,False,Darkness Ablaze,1.16,Flying
Mienfoo,75,51,80,68,50,54,1,Uncommon,False,Base Set,0.47,Fighting
Timburr GX,104,59,117,86,70,64,5,Rare Holo,True,Phantom Forces,24.09,Fighting
Toxicroak,93,63,65,56,25,36,1,Common,False,Team Rocket,0.22,Fighting
Blitzle,75,70,74,34,63,40,5,Uncommon,False,XY Base,0.63,Electric
Klefki,56,36,31,74,71,73,3,Uncommon,False,Dragon,0.52,Fairy
Heracross,50,53,72,29,54,59,2,Uncommon,False,Aquapolis,0.35,Bug
Hitmontop,50,46,47,34,40,40,5,Common,False,Primal Clash,0.16,Fighting
Lunatone,30,37,33,53,47,54,7,Common,False,Vivid Voltage,0.24,Psychic
Yveltal,67,58,80,70,54,47,1,Uncommon,False,Jungle,0.66,Dark
Polteageist GX,153,64,93,62,127,92,6,Rare Holo EX,True,Forbidden Light,46.96,Ghost
Infernape,185,158,99,97,101,91,7,Rare Ultra,True,Rebel Clash,167.71,Fire
Vulpix,56,47,36,32,72,42,3,Common,True,Sandstorm,0.23,Fire
Gurdurr GX,52,53,62,47,42,46,5,Common,True,Roaring Skies,0.43,Fighting
Klang,104,84,85,102,79,89,5,Rare Holo,False,Ancient Origins,11.69,Steel
Zorua,95,65,71,56,72,55,7,Rare,False,Battle Styles,1.46,Dark
Whiscash,66,49,53,71,38,57,5,Common,False,Furious Fists,0.54,Ground
Fletchinder GX,66,57,38,37,48,38,2,Common,True,Neo Destiny,1.18,Fire
Flygon,112,76,108,73,96,72,6,Rare Holo,False,Crimson Invasion,7.23,Dragon
Tyrogue,45,46,85,60,17,48,1,Common,False,Fossil,0.2,Fighting
Latios,50,36,27,53,83,83,7,Uncommon,False,Darkness Ablaze,0.35,Psychic
Parasect,70,32,56,40,30,53,2,Common,False,Legendary Collection,0.49,Bug
Hawlucha,48,44,60,49,37,42,5,Common,False,Primal Clash,0.33,Fighting
Marill,47,51,53,63,72,72,2,Uncommon,False,Legendary Collection,0.6,Fairy
Rotom,30,37,68,10,55,33,5,Common,False,Ancient Origins,0.33,Electric
Haxorus,105,85,93,71,83,89,4,Rare Holo,False,Great Encounters,17.73,Dragon
Cacturne,72,74,61,69,74,65,2,Rare,False,Expedition,1.35,Grass
Taillow,75,44,45,37,74,54,5,Rare,False,Flashfire,1.78,Flying
Dusknoir,64,10,50,30,63,68,6,Common,False,Guardians Rising,0.18,Ghost
Chandelure,83,58,74,48,123,68,7,Rare Holo,False,Darkness Ablaze,5.3,Ghost
Primeape,64,45,60,58,39,36,6,Common,False,Crimson Invasion,0.26,Fighting
Klang,33,51,46,68,37,75,5,Common,False,Phantom Forces,0.31,Steel
Croconaw,81,66,57,68,39,54,2,Uncommon,False,Skyridge,1.85,Water
Houndoom,55,51,59,40,45,38,7,Common,False,Battle Styles,0.95,Dark
Lapras,107,62,78,71,48,66,6,Rare,False,Forbidden Light,2.23,Water
Paras,54,49,61,38,40,26,6,Common,False,Crimson Invasion,0.31,Bug
Abomasnow GX,85,48,63,73,53,58,9,Uncommon,True,Twilight Masquerade,0.95,Grass
Mightyena,84,39,55,36,67,58,2,Uncommon,False,Aquapolis,1.16,Dark
Quilava V,91,72,42,56,56,51,1,Rare,True,Gym Challenge,2.27,Fire
Houndour,63,55,63,45,54,49,3,Uncommon,False,Dragon,0.38,Dark
Parasect EX,56,33,67,38,41,60,5,Common,True,Flashfire,0.41,Bug
Jellicent,70,32,46,59,78,58,1,Uncommon,False,Gym Heroes,0.57,Ghost
Torkoal,54,51,19,10,19,24,4,Common,False,Legends Awakened,0.33,Fire
Zigzagoon,76,37,39,50,35,47,1,Uncommon,False,Team Rocket,0.23,Normal
Giratina,81,74,67,70,64,53,5,Uncommon,False,Ancient Origins,0.45,Dragon
Lanturn,70,42,63,59,62,56,3,Rare,False,Sandstorm,1.34,Electric
Torkoal,82,69,60,50,36,38,5,Uncommon,False,Primal Clash,0.15,Fire
Hariyama,43,57,59,52,27,37,1,Common,False,Neo Genesis,0.5,Fighting
Conkeldurr EX,80,64,106,97,53,73,2,Rare Holo,True,Expedition,7.3,Fighting
Clefairy,61,48,18,61,46,71,2,Common,False,Neo Revelation,0.29,Fairy
Pupitar,30,54,61,93,40,73,2,Uncommon,False,Expedition,0.34,Rock
Morelull,94,51,52,75,70,84,5,Rare,False,XY Base,3.13,Fairy
Hypno,85,47,50,72,110,63,8,Rare,False,Paldea Evolved,1.81,Psychic
Ditto,80,61,65,50,40,56,3,Uncommon,False,EX Emerald,1.26,Normal
Conkeldurr,90,66,72,54,59,38,1,Rare,False,Base Set 2,1.6,Fighting
Ampharos GX,49,52,63,43,35,52,3,Uncommon,True,Dragon,0.97,Electric
Beartic,53,54,69,75,54,55,4,Uncommon,False,Legends Awakened,0.53,Ice
Grotle,43,43,66,45,59,28,2,Common,False,Neo Destiny,0.2,Grass
Uxie V,31,39,37,31,65,61,1,Common,True,Gym Challenge,0.33,Psychic
Piplup,45,38,29,64,22,39,3,Common,False,Dragon,0.2,Water
Lombre,30,40,43,70,49,55,3,Common,False,Team Magma vs Team Aqua,1.14,Water
Sylveon GX,54,45,43,55,44,53,3,Common,True,Sandstorm,0.87,Fairy
Victini,30,70,40,38,50,31,2,Common,True,Expedition,0.61,Fire
Claydol,113,59,82,98,44,62,7,Rare Holo,False,Rebel Clash,3.08,Ground
Pidgeot,63,61,63,52,65,45,1,Rare,False,Neo Genesis,2.71,Normal
Emolga,82,64,59,46,55,53,1,Uncommon,False,Base Set,1.06,Electric
Girafarig,49,50,33,34,45,42,1,Common,False,Jungle,0.53,Normal
Chinchou,91,66,81,56,77,62,7,Rare Holo,False,Chilling Reign,5.25,Electric
Whismur,95,62,58,48,72,70,3,Rare,False,Team Magma vs Team Aqua,2.05,Normal
Pidgeotto,31,52,48,47,64,48,3,Uncommon,False,Dragon,0.68,Normal
Shiftry,209,83,102,118,133,96,1,Rare Holo GX,True,Fossil,140.39,Grass
Musharna,45,32,36,40,70,50,6,Common,False,Crimson Invasion,0.13,Psychic
Zebstrika,113,44,61,50,67,63,1,Rare,False,Team Rocket,1.1,Electric
Abomasnow,77,43,52,73,61,37,9,Uncommon,False,Temporal Forces,0.49,Grass
Lombre,33,48,71,60,83,54,6,Uncommon,False,Sun & Moon,0.3,Grass
Tyrogue,61,55,71,72,30,39,5,Uncommon,False,Phantom Forces,0.62,Fighting
Sliggoo,88,85,92,72,89,79,2,Rare Holo,False,Aquapolis,5.46,Dragon
Nosepass,64,56,62,64,39,62,7,Uncommon,False,Battle Styles,0.33,Rock
Mandibuzz,78,85,107,77,82,86,5,Rare Holo,False,Flashfire,10.91,Dark
Heatran,60,51,41,62,30,78,7,Common,False,Sword & Shield,0.27,Steel
Kirlia,175,78,92,99,140,126,6,Rare Holo GX,True,Guardians Rising,19.03,Psychic
Tauros,91,54,61,66,52,33,2,Uncommon,False,Aquapolis,1.43,Normal
Murkrow,92,66,83,65,78,56,6,Rare,False,Burning Shadows,2.84,Dark
Scizor,75,40,45,70,51,82,2,Uncommon,False,Skyridge,0.85,Steel
Psyduck,37,54,37,61,38,62,4,Common,False,Secret Wonders,0.23,Water
Slowbro EX,62,50,41,55,78,80,4,Uncommon,True,Majestic Dawn,2.37,Psychic
Hitmonchan,95,56,72,85,30,60,2,Rare,False,Legendary Collection,4.84,Fighting
Wailord,63,50,64,68,51,65,3,Uncommon,False,Dragon,0.87,Water
Houndoom,105,51,64,71,66,60,1,Rare,False,Neo Discovery,2.44,Dark
Serperior,62,46,51,62,58,62,7,Uncommon,False,Chilling Reign,0.32,Grass
Pupitar,31,56,66,48,44,36,4,Common,False,Mysterious Treasures,0.31,Ground
Togedemaru,57,82,86,55,73,59,5,Rare,False,Ancient Origins,1.61,Electric
Cresselia,49,19,23,31,53,57,3,Common,False,Team Magma vs Team Aqua,0.27,Psychic
Croconaw,68,49,56,67,38,65,6,Uncommon,False,Crimson Invasion,0.43,Water
Spheal,69,59,71,66,48,60,3,Uncommon,False,Sandstorm,0.46,Ice
Qwilfish,72,58,42,62,24,52,4,Common,False,Great Encounters,0.45,Water
Smeargle,77,78,78,80,81,84,2,Rare Holo,False,Aquapolis,8.09,Normal
Weezing,174,95,106,102,104,105,1,Rare Holo GX,True,Base Set 2,20.79,Poison
Munna,75,44,40,62,62,75,9,Uncommon,False,Shrouded Fable,0.66,Psychic
Bayleef,122,86,62,81,100,63,2,Rare Holo,False,Expedition,12.19,Grass
Exeggutor,51,39,30,36,44,36,6,Common,False,Sun & Moon,0.17,Grass
Zapdos,54,10,44,14,60,38,1,Common,False,Fossil,0.58,Electric
Metapod,77,39,76,64,38,63,4,Uncommon,False,Legends Awakened,0.36,Bug
Tentacruel,107,72,59,105,47,99,7,Rare Holo,False,Rebel Clash,16.54,Water
Spritzee,36,43,46,53,50,48,7,Common,False,Rebel Clash,0.11,Fairy
Lanturn EX,61,52,51,27,43,52,2,Common,True,Legendary Collection,0.34,Electric
